ligand,receptor,sender,receiver,ligand_mean,receptor_mean,score,sample
CCL19,CCR7,B_Plasma,T_cells,0.044547908,0.26036003,0.011598495,ZLF
CCL5,CCR4,B_Plasma,Fibroblasts,0.8789324,0.013194809,0.011597346,ZLF
CXCL9,CXCR3,NK,NK,0.042673033,0.27134612,0.0115791615,ZLF
IL7,IL7R,Myeloid,T_cells,0.03090092,0.37378198,0.011550207,ZLF
CXCL9,CXCR3,Fibroblasts,Epithelial,0.26542652,0.043501705,0.011546506,ZLF
TNFSF9,TNFRSF9,Epithelial,NK,0.096839994,0.119225375,0.011545785,ZLF
TNF,TNFRSF1B,Fibroblasts,Myeloid,0.0145219555,0.7948797,0.011543207,ZLF
CCL3,CCR5,Fibroblasts,Myeloid,0.15939012,0.07240827,0.011541163,ZLF
CCL4,CCR5,Mast,Fibroblasts,0.49257776,0.023426978,0.011539608,ZLF
CCL19,CCR7,Fibroblasts,Fibroblasts,0.59862757,0.01926998,0.011535541,ZLF
IL6,IL6R,Myeloid,T_cells,0.06737952,0.17092897,0.011517112,ZLF
VEGFA,FLT1,Myeloid,Myeloid,0.14053158,0.08178727,0.011493695,ZLF
LGALS9,HAVCR2,B_Plasma,Epithelial,0.24447618,0.04689839,0.01146554,ZLF
TNF,TNFRSF1A,Epithelial,T_cells,0.045446135,0.25065714,0.0113913985,ZLF
IL15,IL15RA,Myeloid,Fibroblasts,0.07084366,0.16073039,0.011386729,ZLF
TNFSF14,TNFRSF14,Fibroblasts,T_cells,0.042252313,0.26731324,0.011294602,ZLF
CD47,SIRPA,Myeloid,T_cells,0.3012366,0.037431125,0.011275625,ZLF
TNF,TNFRSF1B,Epithelial,Mast,0.045446135,0.24756104,0.011250692,ZLF
LGALS9,HAVCR2,B_Plasma,Fibroblasts,0.24447618,0.045919888,0.011226319,ZLF
CCL5,CCR4,T_cells,Endothelial,2.0921817,0.0053588427,0.011211673,ZLF
LGALS9,HAVCR2,Mast,B_Plasma,0.21740389,0.051554985,0.011208254,ZLF
CCL4,CCR5,Mast,B_Plasma,0.49257776,0.022733888,0.011198208,ZLF
IL18,IL18R1,Mast,Myeloid,0.32785866,0.034116477,0.0111853825,ZLF
CCL19,CCR7,Endothelial,B_Plasma,0.039258856,0.28477913,0.011180103,ZLF
NECTIN2,TIGIT,B_Plasma,Endothelial,0.16041248,0.069664314,0.011175025,ZLF
BMP2,BMPR1A,Fibroblasts,Mast,0.03759051,0.2969383,0.011162062,ZLF
CD47,SIRPA,T_cells,T_cells,0.2972201,0.037431125,0.011125283,ZLF
CD86,CTLA4,Endothelial,T_cells,0.028902989,0.38470176,0.01111903,ZLF
CCL5,CCR1,B_Plasma,Mast,0.8789324,0.0126439165,0.011113148,ZLF
CXCL10,CXCR3,T_cells,NK,0.04093965,0.27134612,0.011108816,ZLF
IL7,IL7R,T_cells,T_cells,0.029697897,0.37378198,0.011100539,ZLF
TNF,TNFRSF1B,Fibroblasts,Endothelial,0.0145219555,0.76402104,0.01109508,ZLF
ICOSLG,ICOS,Myeloid,Mast,0.1385635,0.079773165,0.011053649,ZLF
CXCL13,CXCR5,Myeloid,T_cells,0.079861574,0.13799618,0.011020592,ZLF
CCL4,CCR5,NK,NK,0.94148695,0.011682103,0.010998548,ZLF
TNFSF4,TNFRSF4,Mast,Epithelial,0.10238143,0.10742071,0.010997886,ZLF
NECTIN2,TIGIT,T_cells,Fibroblasts,0.14044043,0.078134455,0.0109732365,ZLF
IFNG,IFNGR1,NK,NK,0.07438891,0.14751154,0.010973223,ZLF
TNFSF13B,TNFRSF13C,Myeloid,T_cells,0.6763185,0.016209312,0.010962658,ZLF
TNFSF14,TNFRSF14,Myeloid,Epithelial,0.04740713,0.23110358,0.010955958,ZLF
CXCL9,CXCR3,Epithelial,Myeloid,0.13350834,0.08180631,0.010921825,ZLF
NECTIN2,TIGIT,NK,Epithelial,0.16856372,0.064710595,0.010907859,ZLF
CCL3,CCR5,B_Plasma,Myeloid,0.1504734,0.07240827,0.010895518,ZLF
CCL19,CCR7,Mast,T_cells,0.041838504,0.26036003,0.010893075,ZLF
TNFSF14,TNFRSF14,Fibroblasts,B_Plasma,0.042252313,0.25753772,0.010881565,ZLF
BMP2,BMPR1A,Epithelial,Fibroblasts,0.04726241,0.23011369,0.010875728,ZLF
PDGFA,PDGFRA,Endothelial,Fibroblasts,0.051503178,0.21089253,0.010861635,ZLF
IFNG,IFNGR2,NK,NK,0.07438891,0.14589518,0.010852983,ZLF
CCL21,CCR7,Endothelial,Endothelial,0.2123858,0.051096823,0.01085224,ZLF
TNF,TNFRSF1A,B_Plasma,B_Plasma,0.056691974,0.19133997,0.010847441,ZLF
NECTIN2,TIGIT,NK,Myeloid,0.16856372,0.06418916,0.010819963,ZLF
BMP4,BMPR1A,Endothelial,Myeloid,0.1866768,0.057924617,0.010813182,ZLF
CD86,CTLA4,T_cells,T_cells,0.028066033,0.38470176,0.010797053,ZLF
TNFSF4,TNFRSF4,Fibroblasts,Epithelial,0.10028253,0.10742071,0.010772421,ZLF
CCL21,CCR7,Epithelial,T_cells,0.04129413,0.26036003,0.0107513415,ZLF
PVR,TIGIT,Myeloid,NK,0.08681573,0.12380128,0.010747898,ZLF
TNFSF9,TNFRSF9,Myeloid,Myeloid,0.0824321,0.12990685,0.010708494,ZLF
CCL5,CCR4,Mast,Fibroblasts,0.81117535,0.013194809,0.010703304,ZLF
CCL4,CCR5,Epithelial,Mast,0.35681647,0.02998866,0.0107004475,ZLF
VEGFB,FLT1,Fibroblasts,Epithelial,0.47627303,0.022419333,0.010677724,ZLF
PVR,TIGIT,Mast,NK,0.086232424,0.12380128,0.010675685,ZLF
TNFSF13B,TNFRSF13C,NK,B_Plasma,0.020795783,0.5121905,0.010651403,ZLF
IL18,IL18R1,Endothelial,NK,0.13734065,0.07740152,0.010630375,ZLF
CCL5,CCR4,Fibroblasts,Fibroblasts,0.8055612,0.013194809,0.0106292255,ZLF
PDGFA,PDGFRA,Mast,Fibroblasts,0.050253008,0.21089253,0.010597983,ZLF
PVR,TIGIT,Epithelial,Fibroblasts,0.13558078,0.078134455,0.01059353,ZLF
CD47,SIRPA,Myeloid,NK,0.3012366,0.03514949,0.0105883125,ZLF
LGALS9,HAVCR2,NK,Endothelial,0.17168689,0.061404712,0.010542384,ZLF
CCL5,CCR4,B_Plasma,Epithelial,0.8789324,0.011988937,0.010537465,ZLF
CXCL8,CXCR2,Myeloid,Myeloid,0.20868272,0.050446093,0.010527228,ZLF
IL18,IL18R1,Fibroblasts,T_cells,0.114348754,0.091674335,0.010482846,ZLF
CD47,SIRPA,T_cells,NK,0.2972201,0.03514949,0.010447135,ZLF
TNF,TNFRSF1B,NK,B_Plasma,0.024497185,0.42514518,0.01041486,ZLF
NECTIN2,TIGIT,B_Plasma,Epithelial,0.16041248,0.064710595,0.010380386,ZLF
CXCL13,CXCR5,Epithelial,T_cells,0.07502671,0.13799618,0.0103534,ZLF
CXCL13,CXCR5,Endothelial,T_cells,0.07493782,0.13799618,0.010341133,ZLF
CSF1,CSF1R,Fibroblasts,Mast,0.20042434,0.051594436,0.010340781,ZLF
VEGFB,FLT1,Mast,T_cells,0.4189162,0.024668103,0.010333868,ZLF
CSF1,CSF1R,Myeloid,Endothelial,0.10215496,0.10104251,0.010321993,ZLF
NECTIN2,TIGIT,NK,B_Plasma,0.16856372,0.061098658,0.010299018,ZLF
NECTIN2,TIGIT,B_Plasma,Myeloid,0.16041248,0.06418916,0.0102967415,ZLF
CCL5,CCR5,B_Plasma,NK,0.8789324,0.011682103,0.010267779,ZLF
CD86,CD28,Epithelial,T_cells,0.033843692,0.303328,0.01026574,ZLF
CD276,VTCN1,Mast,Epithelial,0.2414546,0.042503633,0.010262698,ZLF
CCL5,CCR1,Mast,Mast,0.81117535,0.0126439165,0.010256433,ZLF
VEGFB,FLT1,Fibroblasts,NK,0.47627303,0.021533353,0.010255756,ZLF
CSF1,CSF1R,Epithelial,B_Plasma,0.14524664,0.07060099,0.010254556,ZLF
IL21,IL21R,T_cells,T_cells,0.016644986,0.6141282,0.010222155,ZLF
CCL19,CCR7,Endothelial,T_cells,0.039258856,0.26036003,0.010221438,ZLF
CCL3,CCR5,T_cells,Mast,0.3407439,0.02998866,0.010218453,ZLF
IFNG,IFNGR1,NK,Fibroblasts,0.07438891,0.1372429,0.010209349,ZLF
IFNG,IFNGR2,NK,T_cells,0.07438891,0.13718219,0.010204833,ZLF
IL18,IL18R1,Myeloid,Epithelial,0.52675736,0.019358398,0.010197178,ZLF
LGALS9,HAVCR2,Mast,Epithelial,0.21740389,0.04689839,0.010195892,ZLF
CCL21,CCR7,Myeloid,B_Plasma,0.03578788,0.28477913,0.010191642,ZLF
CCL5,CCR1,Fibroblasts,Mast,0.8055612,0.0126439165,0.010185448,ZLF
CD276,VTCN1,Endothelial,Epithelial,0.23909086,0.042503633,0.01016223,ZLF
ICOSLG,ICOS,Fibroblasts,Mast,0.12708384,0.079773165,0.01013788,ZLF
CCL5,CCR4,Epithelial,Fibroblasts,0.7648395,0.013194809,0.01009191,ZLF
IL15,IL15RA,Epithelial,Epithelial,0.08385905,0.12023935,0.010083158,ZLF
IL15,IL15RA,Endothelial,Fibroblasts,0.062650256,0.16073039,0.010069801,ZLF
CXCL13,CXCR5,B_Plasma,T_cells,0.072927356,0.13799618,0.010063697,ZLF
TNFSF4,TNFRSF4,B_Plasma,Epithelial,0.093643345,0.10742071,0.010059235,ZLF
ICOSLG,ICOS,Myeloid,Endothelial,0.1385635,0.07257815,0.010056682,ZLF
CCL4,CCR1,B_Plasma,B_Plasma,0.24709526,0.04069335,0.010055134,ZLF
IL7,IL7R,Endothelial,T_cells,0.02688451,0.37378198,0.010048945,ZLF
PVR,TIGIT,Fibroblasts,NK,0.08095393,0.12380128,0.010022201,ZLF
TNFSF14,TNFRSF14,Epithelial,Fibroblasts,0.029716684,0.3367895,0.010008267,ZLF
CD86,CD28,Myeloid,B_Plasma,0.52054137,0.019182213,0.009985135,ZLF
LGALS9,HAVCR2,Mast,Fibroblasts,0.21740389,0.045919888,0.009983162,ZLF
TNFSF14,TNFRSF14,Mast,Fibroblasts,0.029629864,0.3367895,0.009979026,ZLF
CSF1,CSF1R,Endothelial,B_Plasma,0.14091904,0.07060099,0.009949024,ZLF
CCL3,CCR1,Myeloid,Fibroblasts,1.2039562,0.008251857,0.009934875,ZLF
CXCL10,CXCR3,Myeloid,Endothelial,0.31816646,0.031191757,0.0099241715,ZLF
CXCL13,CXCR5,T_cells,Epithelial,0.37872636,0.026110992,0.009888921,ZLF
CCL3,CCR1,Mast,B_Plasma,0.24251692,0.04069335,0.009868826,ZLF
ICOSLG,ICOS,NK,T_cells,0.021626987,0.45607123,0.0098634465,ZLF
TNFSF9,TNFRSF9,Myeloid,NK,0.0824321,0.119225375,0.009827998,ZLF
CCL4,CCR1,Mast,T_cells,0.49257776,0.019932607,0.009818359,ZLF
IL15,IL15RA,Fibroblasts,Epithelial,0.08159391,0.12023935,0.009810798,ZLF
TNF,TNFRSF1A,Fibroblasts,Endothelial,0.0145219555,0.6752133,0.009805418,ZLF
NECTIN2,TIGIT,B_Plasma,B_Plasma,0.16041248,0.061098658,0.009800987,ZLF
PDCD1LG2,PDCD1,Fibroblasts,T_cells,0.03045199,0.32150134,0.009790356,ZLF
PDGFA,PDGFRA,Epithelial,Fibroblasts,0.046411697,0.21089253,0.00978788,ZLF
NECTIN2,TIGIT,T_cells,Endothelial,0.14044043,0.069664314,0.009783686,ZLF
CCL4,CCR1,Myeloid,Fibroblasts,1.1841171,0.008251857,0.0097711645,ZLF
TNFSF14,TNFRSF14,Fibroblasts,Epithelial,0.042252313,0.23110358,0.009764661,ZLF
CCL5,CCR4,Mast,Epithelial,0.81117535,0.011988937,0.00972513,ZLF
CCL21,CCR7,Endothelial,NK,0.2123858,0.045700006,0.009706032,ZLF
CCL3,CCR1,Myeloid,Epithelial,1.2039562,0.0080601275,0.009704041,ZLF
CSF1,CSF1R,NK,B_Plasma,0.13728485,0.07060099,0.009692445,ZLF
CCL5,CCR1,Epithelial,Mast,0.7648395,0.0126439165,0.009670567,ZLF
CXCL10,CXCR3,Epithelial,B_Plasma,0.15092084,0.064061694,0.009668245,ZLF
CSF1,CSF1R,B_Plasma,Fibroblasts,0.0750832,0.12870924,0.009663902,ZLF
CCL5,CCR4,Fibroblasts,Epithelial,0.8055612,0.011988937,0.009657823,ZLF
CCL4,CCR5,Fibroblasts,Mast,0.32131207,0.02998866,0.009635719,ZLF
CSF1,CSF1R,Fibroblasts,T_cells,0.20042434,0.048026223,0.009625624,ZLF
CCL4,CCR1,T_cells,Mast,0.760501,0.0126439165,0.009615712,ZLF
CXCL16,CXCR6,Mast,Fibroblasts,0.43013844,0.022344483,0.009611221,ZLF
CX3CL1,CX3CR1,Myeloid,Myeloid,0.12686282,0.07560049,0.009590891,ZLF
CCL5,CCR4,Endothelial,Fibroblasts,0.72486067,0.013194809,0.009564398,ZLF
CCL4,CCR1,Myeloid,Epithelial,1.1841171,0.0080601275,0.009544135,ZLF
TNF,TNFRSF1A,Endothelial,B_Plasma,0.049763616,0.19133997,0.009521768,ZLF
IFNG,IFNGR2,Endothelial,Myeloid,0.015538711,0.6114873,0.0095017245,ZLF
TNFSF9,TNFRSF9,T_cells,Fibroblasts,0.116244644,0.081649356,0.0094913,ZLF
TNFSF4,TNFRSF4,Mast,B_Plasma,0.10238143,0.09264951,0.009485589,ZLF
CCL5,CCR5,Mast,NK,0.81117535,0.011682103,0.009476234,ZLF
VEGFB,FLT1,Myeloid,T_cells,0.38348824,0.024668103,0.009459928,ZLF
CCL3,CCR1,Endothelial,NK,0.17685239,0.05345603,0.009453827,ZLF
PVR,TIGIT,Epithelial,Endothelial,0.13558078,0.069664314,0.009445142,ZLF
VEGFA,KDR,B_Plasma,Endothelial,0.02684321,0.3516799,0.009440217,ZLF
CD276,VTCN1,Epithelial,Epithelial,0.22164454,0.042503633,0.009420698,ZLF
BMP2,BMPR1A,Endothelial,Mast,0.031713158,0.2969383,0.009416851,ZLF
CCL5,CCR5,Fibroblasts,NK,0.8055612,0.011682103,0.009410649,ZLF
VEGFB,FLT1,T_cells,Fibroblasts,0.17405108,0.054056942,0.009408669,ZLF
VEGFB,FLT1,Mast,Epithelial,0.4189162,0.022419333,0.009391822,ZLF
CD47,SIRPA,NK,T_cells,0.25081533,0.037431125,0.0093883,ZLF
IL7,IL7R,B_Plasma,NK,0.057656858,0.16268812,0.009380086,ZLF
CCL3,CCR5,NK,Fibroblasts,0.39995492,0.023426978,0.009369735,ZLF
CXCL16,CXCR6,Mast,Myeloid,0.43013844,0.021770386,0.00936428,ZLF
IL6,IL6R,Myeloid,Mast,0.06737952,0.13871673,0.009346667,ZLF
TNFSF4,TNFRSF4,Epithelial,Myeloid,0.064091645,0.1456955,0.009337864,ZLF
CCL21,CCR7,Myeloid,T_cells,0.03578788,0.26036003,0.009317733,ZLF
IL15,IL15RA,NK,Fibroblasts,0.05783268,0.16073039,0.009295469,ZLF
TNFSF4,TNFRSF4,Fibroblasts,B_Plasma,0.10028253,0.09264951,0.009291127,ZLF
BMP2,BMPR1A,Epithelial,T_cells,0.04726241,0.196486,0.009286402,ZLF
ICOSLG,ICOS,Fibroblasts,Endothelial,0.12708384,0.07257815,0.00922351,ZLF
CXCL9,CXCR3,Endothelial,Myeloid,0.11225522,0.08180631,0.009183185,ZLF
CCL5,CCR4,Epithelial,Epithelial,0.7648395,0.011988937,0.009169612,ZLF
CCL5,CCR1,Endothelial,Mast,0.72486067,0.0126439165,0.0091650775,ZLF
CCL3,CCR1,Epithelial,NK,0.17139766,0.05345603,0.009162239,ZLF
CXCL16,CXCR6,Mast,B_Plasma,0.43013844,0.021223221,0.0091289235,ZLF
CD47,SIRPA,Endothelial,T_cells,0.24372266,0.037431125,0.009122813,ZLF
CSF1,CSF1R,Myeloid,Epithelial,0.10215496,0.08929604,0.009122034,ZLF
TNF,TNFRSF1A,Fibroblasts,Fibroblasts,0.0145219555,0.62801087,0.009119946,ZLF
TNFSF9,TNFRSF9,B_Plasma,Myeloid,0.0701384,0.12990685,0.009111458,ZLF
CCL3,CCR5,NK,B_Plasma,0.39995492,0.022733888,0.00909253,ZLF
NECTIN2,TIGIT,T_cells,Epithelial,0.14044043,0.064710595,0.009087984,ZLF
TNFSF9,TNFRSF9,NK,Myeloid,0.0698863,0.12990685,0.0090787085,ZLF
IL6,IL6R,B_Plasma,Myeloid,0.03500998,0.2588037,0.0090607125,ZLF
VEGFB,FLT1,Mast,NK,0.4189162,0.021533353,0.00902067,ZLF
NECTIN2,TIGIT,T_cells,Myeloid,0.14044043,0.06418916,0.009014754,ZLF
CXCL16,CXCR6,Mast,Epithelial,0.43013844,0.020930119,0.0090028485,ZLF
CXCL13,CXCR5,T_cells,Myeloid,0.37872636,0.023759628,0.008998398,ZLF
CCL5,CCR4,Myeloid,Fibroblasts,0.68178135,0.013194809,0.008995974,ZLF
CCL4,CCR5,Endothelial,Mast,0.29974914,0.02998866,0.008989075,ZLF
CCL5,CCR5,Epithelial,NK,0.7648395,0.011682103,0.008934934,ZLF
CCL4,CCR5,Mast,Endothelial,0.49257776,0.01808234,0.008906959,ZLF
CCL5,CCR1,NK,Endothelial,2.444294,0.0036355308,0.008886307,ZLF
CCL4,CCR5,T_cells,NK,0.760501,0.011682103,0.008884252,ZLF
ICOSLG,ICOS,Myeloid,B_Plasma,0.1385635,0.06400039,0.008868118,ZLF
LGALS9,HAVCR2,NK,B_Plasma,0.17168689,0.051554985,0.008851315,ZLF
IL18,IL18R1,Fibroblasts,NK,0.114348754,0.07740152,0.008850767,ZLF
CD47,SIRPA,NK,NK,0.25081533,0.03514949,0.008816031,ZLF
PVR,TIGIT,Epithelial,Epithelial,0.13558078,0.064710595,0.008773513,ZLF
CD274,PDCD1,Epithelial,T_cells,0.0272751,0.32150134,0.008768981,ZLF
CD86,CD28,Endothelial,T_cells,0.028902989,0.303328,0.008767086,ZLF
IL1A,IL1R1,Myeloid,Fibroblasts,0.03858249,0.22692521,0.008755339,ZLF
LGALS9,HAVCR2,T_cells,Endothelial,0.1423507,0.061404712,0.008741004,ZLF
CXCL13,CXCR5,T_cells,Endothelial,0.37872636,0.022992037,0.008707691,ZLF
PVR,TIGIT,Epithelial,Myeloid,0.13558078,0.06418916,0.008702816,ZLF
TNF,TNFRSF1A,Epithelial,B_Plasma,0.045446135,0.19133997,0.008695662,ZLF
CCL5,CCR4,Endothelial,Epithelial,0.72486067,0.011988937,0.008690309,ZLF
TNFSF4,TNFRSF4,B_Plasma,B_Plasma,0.093643345,0.09264951,0.00867601,ZLF
CXCL16,CXCR6,NK,NK,0.11908055,0.07282864,0.008672475,ZLF
IL7,IL7R,Fibroblasts,Myeloid,0.031171504,0.27767256,0.008655472,ZLF
BMP2,BMPR1A,Fibroblasts,Fibroblasts,0.03759051,0.23011369,0.0086500915,ZLF
CCL21,CCR7,Fibroblasts,Myeloid,0.11376174,0.07596741,0.008642185,ZLF
CCL5,CCR1,Myeloid,Mast,0.68178135,0.0126439165,0.008620387,ZLF
VEGFA,FLT1,Mast,Fibroblasts,0.15943526,0.054056942,0.008618583,ZLF
CD86,CTLA4,Fibroblasts,T_cells,0.022385672,0.38470176,0.008611808,ZLF
VEGFB,FLT1,Myeloid,Epithelial,0.38348824,0.022419333,0.008597551,ZLF
VEGFB,FLT1,Epithelial,T_cells,0.34805888,0.024668103,0.008585952,ZLF
NECTIN2,TIGIT,T_cells,B_Plasma,0.14044043,0.061098658,0.008580722,ZLF
IL7,IL7R,Myeloid,Myeloid,0.03090092,0.27767256,0.008580337,ZLF
CD80,CTLA4,Myeloid,Endothelial,0.117204845,0.07310423,0.0085681705,ZLF
CD47,SIRPA,Endothelial,NK,0.24372266,0.03514949,0.008566727,ZLF
TNF,TNFRSF1A,Fibroblasts,Epithelial,0.0145219555,0.58989406,0.008566415,ZLF
ICOSLG,ICOS,Myeloid,NK,0.1385635,0.061805654,0.0085640075,ZLF
TGFB2,TGFBR2,Myeloid,Endothelial,0.010922289,0.7831986,0.008554322,ZLF
CXCL9,CXCR3,Epithelial,B_Plasma,0.13350834,0.064061694,0.00855277,ZLF
IL6,IL6R,Fibroblasts,Myeloid,0.032978173,0.2588037,0.008534873,ZLF
CCL3,CCR1,Fibroblasts,NK,0.15939012,0.05345603,0.008520363,ZLF
IL15,IL15RA,Myeloid,Epithelial,0.07084366,0.12023935,0.008518196,ZLF
VEGFA,KDR,NK,Endothelial,0.024217507,0.3516799,0.00851681,ZLF
CD86,CD28,T_cells,T_cells,0.028066033,0.303328,0.008513214,ZLF
VEGFA,FLT1,Epithelial,Fibroblasts,0.15734138,0.054056942,0.008505394,ZLF
HGF,MET,Fibroblasts,Epithelial,0.051320024,0.16559112,0.008498141,ZLF
IL18,IL18R1,Myeloid,Endothelial,0.52675736,0.01613164,0.00849746,ZLF
CCL4,CCR5,Mast,Epithelial,0.49257776,0.017194824,0.008469788,ZLF
CCL5,CCR5,Endothelial,NK,0.72486067,0.011682103,0.008467897,ZLF
CXCL11,CXCR3,Fibroblasts,T_cells,0.024658525,0.34319144,0.008462595,ZLF
TGFB2,TGFBR2,B_Plasma,Endothelial,0.01079676,0.7831986,0.008456008,ZLF
TGFB2,TGFBR2,Endothelial,Fibroblasts,0.032983296,0.25443757,0.00839219,ZLF
TNF,TNFRSF1B,NK,Fibroblasts,0.024497185,0.3423686,0.008387067,ZLF
IL18,IL18R1,Epithelial,Fibroblasts,0.36107403,0.02320725,0.008379535,ZLF
CD86,CTLA4,B_Plasma,Endothelial,0.11451892,0.07310423,0.008371818,ZLF
TNFSF9,TNFRSF9,B_Plasma,NK,0.0701384,0.119225375,0.008362277,ZLF
CCL4,CCR5,Epithelial,Fibroblasts,0.35681647,0.023426978,0.008359131,ZLF
TNFSF4,TNFRSF4,Myeloid,Myeloid,0.057345446,0.1456955,0.008354973,ZLF
TNFSF14,TNFRSF14,Epithelial,Mast,0.029716684,0.2808796,0.00834681,ZLF
BMP2,BMPR1A,Epithelial,NK,0.04726241,0.17642173,0.008338116,ZLF
TNFSF9,TNFRSF9,NK,NK,0.0698863,0.119225375,0.00833222,ZLF
TNFSF14,TNFRSF14,Mast,Mast,0.029629864,0.2808796,0.008322424,ZLF
CCL5,CCR4,B_Plasma,Myeloid,0.8789324,0.009464625,0.008318766,ZLF
PVR,TIGIT,Epithelial,B_Plasma,0.13558078,0.061098658,0.008283803,ZLF
CXCL9,CXCR3,Fibroblasts,Endothelial,0.26542652,0.031191757,0.00827912,ZLF
CXCL16,CXCR6,Epithelial,Fibroblasts,0.370094,0.022344483,0.00826956,ZLF
VEGFA,KDR,T_cells,Endothelial,0.023500528,0.3516799,0.008264664,ZLF
VEGFB,FLT1,Myeloid,NK,0.38348824,0.021533353,0.008257788,ZLF
IL7,IL7R,T_cells,Myeloid,0.029697897,0.27767256,0.008246291,ZLF
BMP2,BMPR1A,Epithelial,Epithelial,0.04726241,0.1742131,0.008233731,ZLF
IL15,IL15RA,Epithelial,T_cells,0.08385905,0.09799559,0.008217816,ZLF
IL1A,IL1R1,Myeloid,Endothelial,0.03858249,0.21220724,0.008187484,ZLF
CCL5,CCR4,Myeloid,Epithelial,0.68178135,0.011988937,0.008173834,ZLF
CD276,VTCN1,Myeloid,Epithelial,0.1923078,0.042503633,0.0081737805,ZLF
IL18,IL18R1,Myeloid,B_Plasma,0.52675736,0.015454427,0.008140733,ZLF
ICOSLG,ICOS,Fibroblasts,B_Plasma,0.12708384,0.06400039,0.008133415,ZLF
VEGFA,FLT1,Fibroblasts,Myeloid,0.09942787,0.08178727,0.008131934,ZLF
LGALS9,HAVCR2,Fibroblasts,Endothelial,0.13224605,0.061404712,0.00812053,ZLF
IL15,IL15RA,Epithelial,Endothelial,0.08385905,0.09680498,0.008117973,ZLF
CCL4,CCR5,Epithelial,B_Plasma,0.35681647,0.022733888,0.008111825,ZLF
HGF,MET,Endothelial,Endothelial,0.07474581,0.10843464,0.008105035,ZLF
CX3CL1,CX3CR1,B_Plasma,Myeloid,0.10720339,0.07560049,0.008104629,ZLF
ANGPT1,TEK,Fibroblasts,Endothelial,0.07857408,0.10294405,0.008088734,ZLF
TNFSF4,TNFRSF4,Endothelial,Myeloid,0.05543086,0.1456955,0.008076026,ZLF
CXCL16,CXCR6,Epithelial,Myeloid,0.370094,0.021770386,0.0080570895,ZLF
LGALS9,HAVCR2,NK,Epithelial,0.17168689,0.04689839,0.008051839,ZLF
CCL3,CCR1,B_Plasma,NK,0.1504734,0.05345603,0.008043711,ZLF
CXCL11,CXCR3,Mast,T_cells,0.023418205,0.34319144,0.008036927,ZLF
IFNG,IFNGR2,Myeloid,Myeloid,0.013135716,0.6114873,0.008032324,ZLF
LGALS9,HAVCR2,Epithelial,Endothelial,0.13080023,0.061404712,0.008031751,ZLF
CXCL16,CXCR6,T_cells,NK,0.10982391,0.07282864,0.007998327,ZLF
TNFSF9,TNFRSF9,Endothelial,Myeloid,0.061556693,0.12990685,0.007996636,ZLF
IL15,IL15RA,Fibroblasts,T_cells,0.08159391,0.09799559,0.007995843,ZLF
CCL3,CCR5,T_cells,Fibroblasts,0.3407439,0.023426978,0.0079826,ZLF
CCL3,CCR1,NK,T_cells,0.39995492,0.019932607,0.0079721445,ZLF
CCL5,CCR5,Myeloid,NK,0.68178135,0.011682103,0.00796464,ZLF
TGFB2,TGFBR2,Endothelial,Myeloid,0.032983296,0.24134217,0.00796026,ZLF
TNFSF14,TNFRSF14,Epithelial,T_cells,0.029716684,0.26731324,0.007943663,ZLF
TNFSF14,TNFRSF14,Mast,T_cells,0.029629864,0.26731324,0.007920455,ZLF
TNFSF9,TNFRSF9,Epithelial,Fibroblasts,0.096839994,0.081649356,0.007906923,ZLF
IL15,IL15RA,Fibroblasts,Endothelial,0.08159391,0.09680498,0.007898697,ZLF
LGALS9,HAVCR2,NK,Fibroblasts,0.17168689,0.045919888,0.007883843,ZLF
EGF,EGFR,Mast,Epithelial,0.011092083,0.71039397,0.007879749,ZLF
IL1B,IL1R1,Epithelial,T_cells,0.096537866,0.08144571,0.007862595,ZLF
CXCL16,CXCR6,Epithelial,B_Plasma,0.370094,0.021223221,0.0078545865,ZLF
ICOSLG,ICOS,Fibroblasts,NK,0.12708384,0.061805654,0.0078545,ZLF
BMP2,BMPR1A,Epithelial,B_Plasma,0.04726241,0.16608693,0.007849669,ZLF
CD47,SIRPA,Fibroblasts,T_cells,0.2096429,0.037431125,0.007847169,ZLF
CD86,CD28,Myeloid,Mast,0.52054137,0.01506134,0.00784005,ZLF
VEGFB,FLT1,Epithelial,Epithelial,0.34805888,0.022419333,0.0078032482,ZLF
XCL2,XCR1,NK,NK,1.211549,0.006414302,0.0077712415,ZLF
CCL4,CCR1,NK,Fibroblasts,0.94148695,0.008251857,0.0077690156,ZLF
CCL3,CCR5,T_cells,B_Plasma,0.3407439,0.022733888,0.0077464334,ZLF
CXCL16,CXCR6,Epithelial,Epithelial,0.370094,0.020930119,0.0077461116,ZLF
IFNG,IFNGR1,T_cells,B_Plasma,0.08627316,0.08931223,0.007705249,ZLF
IL21,IL21R,T_cells,B_Plasma,0.016644986,0.46287918,0.0077046175,ZLF
CX3CL1,CX3CR1,Mast,Myeloid,0.10175686,0.07560049,0.007692869,ZLF
EGF,EGFR,NK,Epithelial,0.010823881,0.71039397,0.00768922,ZLF
CCL5,CCR4,Mast,Myeloid,0.81117535,0.009464625,0.007677471,ZLF
CXCL10,CXCR3,Fibroblasts,Myeloid,0.09362082,0.08180631,0.007658774,ZLF
CCL5,CCR3,NK,Myeloid,2.444294,0.0031319326,0.007655364,ZLF
